type,gene,db_xref,start,end,Length,strand,product
CDS,sodCI,GI:378698941,1086605,1087138,535,-1,bacteriophage encoded superoxide dismutase [cu-zn] 1
CDS,none,GI:378698942,1087228,1087923,697,1,bacteriophage minor tail protein
CDS,none,GI:378698943,1087933,1088670,739,1,putative bacteriophage minor tail protein
CDS,none,GI:378698944,1088568,1089272,706,1,Tail Assembly Protein
CDS,none,GI:378698945,1089344,1092694,3352,1,putative Host Specificity Protein
CDS,none,GI:378698946,1093029,1095236,2209,1,putative Tail Fiber Protein
CDS,none,GI:378698947,1095236,1095817,583,1,bacteriophage tail fiber assembly protein
CDS,sseI,GI:378698948,1096293,1097261,970,1,putative type III secreted protein
CDS,none,GI:378698949,1097909,1098535,628,-1,bacteriophage protein
CDS,none,GI:378698950,1098604,1098903,301,-1,bacteriophage protein (pseudogene)
CDS,gtgE,GI:378698951,1098888,1099574,688,-1,bacteriophage encoded virulence factor
CDS,gtgF,GI:378698952,1099845,1100036,193,-1,bacteriophage encoded virulence protein
CDS,pepN,GI:378698953,1100463,1103075,2614,1,aminopeptidase N
CDS,pyrD,GI:378698954,1103256,1104293,1039,1,dihydroorotate dehydrogenase
CDS,none,GI:378698955,1104459,1105001,544,1,hypothetical protein
CDS,none,GI:378698956,1104998,1106107,1111,-1,hypothetical protein
CDS,none,GI:378698957,1106206,1108314,2110,1,hypothetical protein
CDS,none,GI:378698958,1108327,1110234,1909,1,ABC transporter ATP-binding protein
CDS,pqiA,GI:378698959,1110249,1111502,1255,1,putative inner membrane protein
CDS,pqiB,GI:378698960,1111507,1113147,1642,1,hypothetical protein
CDS,none,GI:378698961,1113144,1113707,565,1,putative lipoprotein
CDS,rmf,GI:378698962,1113963,1114130,169,1,ribosome modulation factor (protein E)
CDS,fabA,GI:378698963,1114230,1114748,520,-1,D-3-hydroxydecanoyl-(acyl carrier-protein) dehydratase
CDS,none,GI:378698964,1114817,1116403,1588,-1,hypothetical protein
CDS,none,GI:378698965,1116763,1117215,454,1,hypothetical protein
CDS,ompA,GI:378698966,1117287,1118339,1054,-1,outer membrane protein A
CDS,sulA,GI:378698967,1118696,1119205,511,-1,cell division inhibitor
CDS,none,GI:378698968,1119422,1120027,607,1,hypothetical protein
CDS,none,GI:378698969,1120014,1122167,2155,-1,hypothetical protein
CDS,yccF,GI:378698970,1122186,1122632,448,-1,hypothetical protein
CDS,helD,GI:378698971,1122756,1124810,2056,1,helicase IV
CDS,mgsA,GI:378698972,1124846,1125304,460,-1,methylglyoxal synthase
CDS,none,GI:378698973,1125399,1126061,664,-1,hypothetical protein
CDS,none,GI:378698974,1126232,1126648,418,1,hypothetical protein
CDS,none,GI:378698975,1126693,1127010,319,-1,hypothetical protein
CDS,none,GI:378698976,1127068,1128279,1213,-1,hypothetical protein
CDS,none,GI:378698977,1128494,1129042,550,1,hypothetical protein
CDS,none,GI:378698978,1129068,1129847,781,1,putative transcriptional regulator
CDS,none,GI:378698979,1129896,1130177,283,1,putative acylphosphatase
CDS,none,GI:378698980,1130174,1130503,331,-1,hypothetical protein
CDS,none,GI:378698981,1130590,1131168,580,-1,hypothetical protein
tRNA,none,none,1131644,1131728,86,1,tRNA-Ser
CDS,pipA,GI:378698982,1131870,1132550,682,-1,hypothetical protein
CDS,pipB,GI:378698983,1132772,1133647,877,-1,hypothetical protein
CDS,none,GI:378698984,1133859,1134185,328,1,inner membrane protein
CDS,pipC,GI:378698985,1134195,1134536,343,-1,cell invasion protein
CDS,sigD,GI:378698986,1134553,1136238,1687,-1,cell invasion protein
CDS,none,GI:378698987,1136570,1136740,172,1,hypothetical protein
CDS,none,GI:378698988,1136741,1136851,112,-1,hypothetical protein
CDS,pipD,GI:378698989,1136960,1138429,1471,-1,putative secreted peptidase
CDS,copS,GI:378698990,1138602,1139966,1366,-1,histidine kinase
CDS,copR,GI:378698991,1139959,1140705,748,-1,response regulator
CDS,none,GI:378698992,1140775,1141185,412,1,hypothetical protein
CDS,hpaC,GI:378698993,1141518,1142030,514,-1,4-hydroxyphenylacetate 3-monooxygenase coupling protein
CDS,hpaB,GI:378698994,1142048,1143610,1564,-1,4-hydroxyphenylacetate 3-monooxygenase
CDS,hpaR,GI:378698995,1143828,1144268,442,-1,homoprotocatechuate degradative operon repressor
CDS,hpaG,GI:378698996,1144543,1145832,1291,1,"4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase [includes: 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase"
CDS,hpcC,GI:378698997,1145829,1147295,1468,1,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase
CDS,hpcB,GI:378698998,1147297,1148148,853,1,"3,4-dihydroxyphenylacetate 2,3-dioxygenase"
CDS,hpcD,GI:378698999,1148158,1148538,382,1,5-carboxymethyl-2-hydroxymuconate delta-isomerase
CDS,hpcG,GI:378699000,1148681,1149484,805,1,"2-oxo-hepta-3-ene-1,7-dioic acid hydratase"
CDS,hpaI,GI:378699001,1149495,1150286,793,1,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase"
CDS,hpaX,GI:378699002,1150358,1151734,1378,1,putative 4-hydroxyphenylacetate permease
CDS,hpaA,GI:378699003,1151744,1152640,898,1,4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein
CDS,none,GI:378699004,1152675,1153592,919,1,hypothetical protein
CDS,none,GI:378699005,1154000,1154362,364,-1,hypothetical protein
CDS,none,GI:378699006,1155016,1155321,307,-1,hypothetical protein
CDS,cbpA,GI:378699007,1155321,1156241,922,-1,curved DNA-binding protein
CDS,scsA,GI:378699008,1156476,1156838,364,1,"membrane protein, suppressor for copper-sensitivity A"
CDS,scsB,GI:378699009,1156887,1158773,1888,1,"membrane protein, suppressor for copper-sensitivity B"
CDS,scsC,GI:378699010,1158770,1159393,625,1,"secreted protein, suppressor for copper-sensitivity C"
CDS,scsD,GI:378699011,1159383,1159889,508,1,"secreted protein, suppressor for copper-sensitivity D"
CDS,agp,GI:378699012,1160022,1161263,1243,1,"glucose-1-phosphatase, secreted"
CDS,none,GI:378699013,1161297,1161524,229,-1,hypothetical protein
CDS,wrbA,GI:378699014,1161545,1162141,598,-1,trp repressor binding protein
CDS,none,GI:378699015,1162526,1162693,169,1,hypothetical protein
CDS,none,GI:378699016,1162830,1163468,640,1,putative transcriptional regulator
CDS,none,GI:378699017,1163465,1163860,397,-1,hypothetical protein
CDS,putA,GI:378699018,1163919,1167881,3964,-1,proline dehydrogenase (proline oxidase)
CDS,putP,GI:378699019,1168303,1169811,1510,1,sodium/proline symporter (proline permease)
CDS,phoH,GI:378699020,1170638,1171492,856,1,PhoH protein (phosphate starvation-inducible protein PsiH)
CDS,none,GI:378699021,1171598,1172479,883,-1,putative transcriptional regulator
CDS,none,GI:378699022,1172764,1174260,1498,-1,putative sodium/glucose cotransporter
CDS,none,GI:378699023,1174597,1175277,682,-1,hypothetical protein
CDS,none,GI:378699024,1175783,1176943,1162,1,hypothetical protein
CDS,none,GI:378699025,1176989,1177681,694,1,hypothetical protein
CDS,none,GI:378699026,1177964,1179244,1282,1,putative transporter
CDS,none,GI:378699027,1179255,1180361,1108,1,putative oxidoreductase
tRNA,none,none,1180884,1180968,86,-1,tRNA-Ser
CDS,none,GI:378699028,1181205,1182143,940,1,putative 2-hydroxyacid dehydrogenase in phoh-csgg intergenic region
CDS,none,GI:378699029,1182228,1182965,739,1,hypothetical protein
CDS,none,GI:378699030,1182989,1183543,556,1,hypothetical protein
CDS,none,GI:378699031,1183596,1184126,532,1,hypothetical protein
CDS,csgG,GI:378699032,1184165,1184911,748,-1,assembly/transport component in curli production
CDS,csgF,GI:378699033,1185025,1185441,418,-1,assembly/transport component in curli production
CDS,csgE,GI:378699034,1185468,1185863,397,-1,assembly/transport component in curli production
CDS,csgD,GI:378699035,1185868,1186518,652,-1,csg operon transcriptional regulator protein
CDS,csgB,GI:378699036,1187273,1187728,457,1,nucleation component of curlin monomers
CDS,csgA,GI:378699037,1187770,1188225,457,1,major curlin subunit
CDS,none,GI:378699038,1188287,1188613,328,1,curli prooduction protein
CDS,none,GI:378699039,1188744,1189064,322,1,hypothetical protein
CDS,none,GI:378699040,1189154,1189693,541,1,hypothetical protein
CDS,none,GI:378699041,1189629,1191116,1489,1,hypothetical protein
CDS,mdoC,GI:378699042,1191133,1192287,1156,-1,Glucans biosynthesis protein C
CDS,mdoG,GI:378699043,1192559,1194094,1537,1,Glucans biosynthesis protein G
CDS,mdoH,GI:378699044,1194087,1196630,2545,1,Glucans biosynthesis glucosyltransferase H
CDS,none,GI:378699045,1196704,1196931,229,1,putative lipoprotein
CDS,msyB,GI:378699046,1196932,1197306,376,-1,acidic protein MsyB; multicopy suppressor of SecY
CDS,yceE,GI:378699047,1197388,1198602,1216,-1,putative membrane transport protein
CDS,htrB,GI:378699048,1198757,1199677,922,-1,lipid A biosynthesis lauroyl acyltransferase (heat shock protein)
CDS,none,GI:378699049,1199897,1200949,1054,1,hypothetical protein
CDS,none,GI:378699050,1201001,1201576,577,-1,hypothetical protein
CDS,yceJ,GI:378699051,1201573,1202145,574,-1,cytochrome b561
CDS,none,GI:378699052,1202408,1202521,115,-1,hypothetical protein
CDS,solA,GI:378699053,1202562,1203680,1120,-1,N-methyl-L-tryptophan oxidase
CDS,none,GI:378699054,1203793,1204050,259,-1,hypothetical protein
CDS,dinI,GI:378699055,1204337,1204582,247,-1,damage-inducible protein
CDS,pyrC,GI:378699056,1204656,1205702,1048,-1,Dihydroorotase
CDS,none,GI:378699057,1205807,1206367,562,-1,hypothetical protein
CDS,grxB,GI:378699058,1206492,1207139,649,-1,glutaredoxin
CDS,none,GI:378699059,1207203,1208411,1210,-1,putative membrane transporter
CDS,rimJ,GI:378699060,1208648,1209232,586,1,ribosomal-protein-alanine acetyltransferase
CDS,none,GI:378699061,1209268,1209915,649,1,hypothetical protein
CDS,mviM,GI:378699062,1209917,1210840,925,1,putative virulence factor MviM
CDS,mviN,GI:378699063,1211105,1212679,1576,1,virulence factor MviN
CDS,flgN,GI:378699064,1212761,1213183,424,-1,flagella synthesis protein FlgN
CDS,flgM,GI:378699065,1213188,1213481,295,-1,negative regulator of flagellin synthesis (anti-sigma factor)
CDS,flgA,GI:378699066,1213573,1214232,661,-1,flagellar basal body P-ring protein FlgA
CDS,flgB,GI:378699067,1214389,1214805,418,1,putative flagellar basal-body rod protein FlgB (proximal rod protein)
CDS,flgC,GI:378699068,1214809,1215213,406,1,putative flagellar basal-body rod protein FlgC (proximal rod protein)
CDS,flgD,GI:378699069,1215225,1215923,700,1,flagellar hook formation protein FlgD
CDS,flgE,GI:378699070,1215950,1217161,1213,1,flagellar hook protein FlgE
CDS,flgF,GI:378699071,1217182,1217937,757,1,putative flagellar basal-body rod protein FlgF (proximal rod protein)
CDS,flgG,GI:378699072,1217951,1218733,784,1,flagellar basal-body rod protein FlgG (distal rod protein)
CDS,flgH,GI:378699073,1218788,1219486,700,1,flagellar L-ring protein
CDS,flgI,GI:378699074,1219498,1220595,1099,1,flagellar P-ring protein
CDS,flgJ,GI:378699075,1220595,1221545,952,1,flagellar protein FlgJ
CDS,flgK,GI:378699076,1221610,1223271,1663,1,flagellar hook-associated protein 1
CDS,flgL,GI:378699077,1223286,1224239,955,1,flagellar hook-associated protein 3
CDS,ams,GI:378699078,1224496,1227699,3205,-1,ribonuclease E
CDS,rluC,GI:378699079,1228273,1229232,961,1,ribosomal large subunit pseudouridine synthase C
CDS,none,GI:378699080,1229388,1230131,745,1,putative inner membrane lipoprotein
CDS,none,GI:378699081,1230337,1230561,226,1,hypothetical protein
CDS,none,GI:378699082,1230633,1231217,586,-1,hypothetical protein
CDS,none,GI:378699083,1231415,1231936,523,1,hypothetical protein
CDS,rpl32,GI:378699084,1231988,1232161,175,1,50S ribosomal protein L32
CDS,plsX,GI:378699085,1232295,1233374,1081,1,Fatty acid/phospholipid synthesis protein plsX
CDS,fabH,GI:378699086,1233454,1234407,955,1,3-oxoacyl-ACP synthase
CDS,fabD,GI:378699087,1234423,1235352,931,1,malonyl CoA-acyl carrier protein transacylase
CDS,fabG,GI:378699088,1235365,1236099,736,1,3-oxoacyl-ACP reductase
CDS,acpP,GI:378699089,1236255,1236491,238,1,acyl carrier protein
CDS,fabF,GI:378699090,1236577,1237818,1243,1,3-oxoacyl-ACP synthase
CDS,pabC,GI:378699091,1237942,1238751,811,1,4-amino-4-deoxychorismate lyase
CDS,none,GI:378699092,1238820,1239776,958,1,hypothetical protein
CDS,tmk,GI:378699093,1239766,1240407,643,1,thymidylate kinase
CDS,holB,GI:378699094,1240404,1241408,1006,1,DNA polymerase III subunit delta'
CDS,none,GI:378699095,1241419,1242216,799,1,hypothetical protein
CDS,ptsG,GI:378699096,1242511,1243944,1435,1,PTS system glucose-specific transporter subunit IIBC
CDS,fhuE,GI:378699097,1244029,1246203,2176,-1,"outer-membrane receptor for Fe(iii)-coprogen, fe(iii)-ferrioxamine b and fe(iii)-rhodotrulic acid"
CDS,none,GI:378699098,1246545,1246904,361,1,putative protein kinase C inhibitor
CDS,none,GI:378699099,1246907,1247281,376,1,putative lipoprotein
CDS,none,GI:378699100,1247295,1247933,640,1,putative lipoprotein
CDS,none,GI:378699101,1247914,1248738,826,1,hypothetical protein
CDS,nagZ,GI:378699102,1248749,1249774,1027,1,Beta-hexosaminidase
CDS,none,GI:378699103,1249799,1250341,544,1,hypothetical protein
CDS,ndh,GI:378699104,1250596,1251900,1306,1,NADH dehydrogenase
CDS,none,GI:378699105,1252079,1252618,541,1,hypothetical protein
CDS,none,GI:378699106,1252693,1253328,637,-1,putative TetR family regulatory protein
CDS,none,GI:378699107,1253570,1253827,259,1,hypothetical protein
CDS,none,GI:378699108,1253924,1254889,967,-1,hypothetical protein
CDS,mfd,GI:378699109,1255037,1258483,3448,-1,transcription-repair coupling factor (TrcF)
CDS,none,GI:378699110,1258821,1260020,1201,1,ABC transporter
CDS,none,GI:378699111,1260013,1260714,703,1,ABC transporter ATP-binding protein
CDS,none,GI:378699112,1260714,1261958,1246,1,ABC transporter
CDS,none,GI:378699113,1261987,1262898,913,1,putative ROK family protein
CDS,cobB,GI:378699114,1262917,1263738,823,1,NAD-dependent deacetylase
CDS,potD,GI:378699115,1263820,1264866,1048,-1,spermidine/putrescine-binding periplasmic protein
CDS,potC,GI:378699116,1264891,1265670,781,-1,spermidine/putrescine transport system permease protein PotC
CDS,sifA,GI:378699117,1265986,1266996,1012,-1,putative virulence determinant
CDS,potB,GI:378699118,1267325,1268188,865,-1,spermidine/putrescine transport system permease PotB
CDS,potA,GI:378699119,1268172,1269308,1138,-1,spermidine/putrescine transport ATP-binding protein PotA (ABC superfamily)
CDS,pepT,GI:378699120,1269559,1270788,1231,1,Peptidase T
CDS,none,GI:378699121,1270948,1271457,511,1,putative transposase
CDS,none,GI:378699122,1272877,1273998,1123,-1,hypothetical protein
CDS,phoQ,GI:378699123,1274079,1275542,1465,-1,"sensor protein PhoQ, regulator of virulence determinants"
CDS,phoP,GI:378699124,1275542,1276216,676,-1,"transcriptional regulatory protein PhoP, regulator of virulence determinants"
CDS,purB,GI:378699125,1276340,1277710,1372,-1,adenylosuccinate lyase
CDS,none,GI:378699126,1277714,1278361,649,-1,hypothetical protein
CDS,trmU,GI:378699127,1278442,1279548,1108,-1,tRNA
CDS,none,GI:378699128,1279602,1280063,463,-1,putative mutT family protein
CDS,none,GI:378699129,1280075,1280404,331,-1,hypothetical protein
CDS,rluB,GI:378699130,1280401,1281066,667,-1,putative ribosomal large subunit pseudouridine synthase B
CDS,icdA,GI:378699131,1281238,1282488,1252,1,isocitrate dehydrogenase
CDS,none,GI:378699132,1282936,1284060,1126,1,bacteriophage protein
CDS,envF,GI:378699133,1285042,1285830,790,-1,lipoprotein
CDS,msgA,GI:378699134,1286319,1286558,241,-1,putative virulence protein (MsgA)
CDS,envE,GI:378699135,1286749,1287270,523,-1,putative lipoprotein
CDS,cspH,GI:378699136,1287685,1287897,214,-1,cold shock protein (CspH)
CDS,pagD,GI:378699137,1288029,1288292,265,-1,putative outer membrane virulence protein (PagD)
CDS,pagC,GI:378699138,1289191,1289661,472,1,outer membrane invasion protein (PagC)
tRNA,none,none,1290067,1290140,75,1,tRNA-Arg
CDS,none,GI:378699139,1290898,1291242,346,-1,hypothetical protein
CDS,none,GI:378699140,1291945,1292217,274,1,hypothetical protein
CDS,none,GI:378699141,1292369,1292836,469,1,putative heat shock protein
CDS,none,GI:378699142,1293175,1294218,1045,1,hypothetical protein
CDS,none,GI:378699143,1294301,1294831,532,-1,putative cytochrome
CDS,none,GI:378699144,1294980,1295294,316,-1,putative lipoprotein
CDS,none,GI:378699145,1295976,1297610,1636,1,putative substrate-binding transport protein
CDS,none,GI:378699146,1297610,1298584,976,1,putative inner membrane transport protein
CDS,none,GI:378699147,1298574,1299386,814,1,putative inner membrane transport protein
CDS,none,GI:378699148,1299380,1300177,799,1,putative ABC transport ATP-binding protein
CDS,none,GI:378699149,1300171,1300761,592,1,putative ABC transport ATP-binding subunit
CDS,none,GI:378699150,1300843,1301976,1135,-1,hypothetical protein
CDS,none,GI:378699151,1302170,1302496,328,1,hypothetical protein
tRNA,none,none,1302505,1302578,75,1,tRNA-Arg
CDS,none,GI:378699152,1302693,1303340,649,1,hypothetical protein
CDS,aadA,GI:378699153,1303449,1304237,790,1,aminoglycoside-resistance protein
CDS,none,GI:378699154,1304382,1304975,595,1,putative regulatory protein
CDS,none,GI:378699155,1305044,1305892,850,1,putative transcriptional regulator
CDS,none,GI:378699156,1306147,1306395,250,-1,hypothetical protein
CDS,none,GI:378699157,1306474,1306623,151,-1,hypothetical protein
CDS,aroQ,GI:378699158,1306706,1307251,547,1,chorismate mutase
CDS,none,GI:378699159,1307448,1308086,640,1,putative membrane transport protein
CDS,none,GI:378699160,1308623,1308805,184,1,hypothetical protein
CDS,none,GI:378699161,1309035,1309676,643,1,hypothetical protein
CDS,none,GI:378699162,1309798,1309983,187,1,hypothetical protein
CDS,none,GI:378699163,1309991,1310239,250,1,putative inner membrane protein
CDS,none,GI:378699164,1310672,1310923,253,1,hypothetical protein
CDS,none,GI:378699165,1310992,1311303,313,1,hypothetical protein
CDS,none,GI:378699166,1311289,1311636,349,-1,bacteriophage protein
CDS,none,GI:378699167,1311755,1312939,1186,-1,hypothetical protein
CDS,none,GI:378699168,1313040,1313834,796,1,putative transcriptional regulator
CDS,none,GI:378699169,1313814,1314260,448,-1,hypothetical protein
CDS,none,GI:378699170,1314570,1315088,520,-1,hypothetical protein
CDS,none,GI:378699171,1315138,1316631,1495,-1,hypothetical protein
CDS,none,GI:378699172,1317272,1318558,1288,-1,hypothetical protein
CDS,none,GI:378699173,1318681,1320615,1936,-1,hypothetical protein
CDS,none,GI:378699174,1321042,1321788,748,1,putative outer membrane protein
CDS,none,GI:378699175,1322078,1323274,1198,1,putative regulatory protein
CDS,none,GI:378699176,1323371,1324228,859,1,putative oxidoreductase
CDS,none,GI:378699177,1324327,1325211,886,-1,hypothetical protein
CDS,none,GI:378699178,1325211,1325465,256,-1,hypothetical protein
CDS,gapA,GI:378699179,1325546,1326541,997,-1,glyceraldehyde 3-phosphate dehydrogenase A
CDS,none,GI:378699180,1326853,1327296,445,1,hypothetical protein
CDS,none,GI:378699181,1327338,1327616,280,1,hypothetical protein
CDS,nam,GI:378699182,1327968,1328624,658,-1,pyrazinamidase/nicotinamidase
CDS,ansA,GI:378699183,1328651,1329667,1018,-1,L-Asparaginase I
CDS,sppA,GI:378699184,1329763,1331619,1858,-1,protease IV
CDS,none,GI:378699185,1331793,1332344,553,1,putative nitroreductase
CDS,selD,GI:378699186,1332462,1333505,1045,1,"Selenide,water dikinase"
CDS,topB,GI:378699187,1333510,1335459,1951,1,DNA topoisomerase III
CDS,gdhA,GI:378699188,1335489,1336832,1345,-1,NADP-specific glutamate dehydrogenase
CDS,none,GI:378699189,1337071,1337346,277,1,hypothetical protein
CDS,none,GI:378699190,1337306,1337722,418,-1,putative MutT family protein
CDS,xthA,GI:378699191,1337795,1338601,808,-1,exodeoxyribonuclease III
CDS,argD,GI:378699192,1339047,1340273,1228,1,Acetylornithine/succinyldiaminopimelate aminotransferase
CDS,astA,GI:378699193,1340264,1341298,1036,1,arginine N-succinyltransferase
CDS,astD,GI:378699194,1341295,1342773,1480,1,succinylglutamic semialdehyde dehydrogenase
CDS,astB,GI:378699195,1342770,1344113,1345,1,succinylarginine dihydrolase
CDS,astE,GI:378699196,1344106,1345074,970,1,succinylglutamate desuccinylase
CDS,none,GI:378699197,1345410,1345895,487,1,hypothetical protein
CDS,none,GI:378699198,1345970,1346878,910,-1,hypothetical protein
CDS,nadE,GI:378699199,1346972,1347799,829,-1,NH3-dependent NAD synthetase
CDS,osmE,GI:378699200,1348018,1348359,343,1,osmotically inducible lipoprotein E
CDS,celA,GI:378699201,1348660,1348980,322,1,PTS system cellobiose-specific transporter subunit IIB
CDS,celB,GI:378699202,1349063,1350421,1360,1,PTS system cellobiose-specific transporter subunit IIC
CDS,celC,GI:378699203,1350472,1350819,349,1,phosphoenolpyruvate dependent phosphotransferase enzyme III-cellobiose
CDS,celD,GI:378699204,1350908,1351672,766,1,putative cel operon repressor
CDS,celF,GI:378699205,1351797,1353152,1357,1,phospho-beta-glucosidase B
CDS,none,GI:378699206,1353165,1353923,760,1,hypothetical protein
CDS,katE,GI:378699207,1353967,1356219,2254,-1,catalase HPII
CDS,cedA,GI:378699208,1356584,1356826,244,1,cell division activator CedA
CDS,none,GI:378699209,1356928,1358319,1393,-1,putative sodium:dicarboxylate symporter
CDS,none,GI:378699210,1358456,1359055,601,-1,hypothetical protein
CDS,none,GI:378699211,1359193,1359861,670,-1,putative hydrolase
CDS,none,GI:378699212,1360010,1360546,538,1,hypothetical protein
CDS,none,GI:378699213,1360589,1361449,862,-1,hypothetical protein
CDS,none,GI:378699214,1361556,1361846,292,-1,hypothetical protein
CDS,pfkB,GI:378699215,1361943,1362875,934,-1,6-phosphofructokinase
CDS,none,GI:378699216,1363164,1363922,760,1,putative outer membrane protein
CDS,none,GI:378699217,1363971,1364930,961,-1,putative outer membrane protein
CDS,none,GI:378699218,1365073,1365387,316,1,hypothetical protein
CDS,none,GI:378699219,1365402,1366238,838,1,Putative DNA/RNA non-specific endonuclease
CDS,none,GI:378699220,1366411,1366617,208,1,hypothetical protein
CDS,rfc,GI:378699221,1366940,1368163,1225,-1,O-antigen polymerase
CDS,thrS,GI:378699222,1369055,1370983,1930,1,Threonyl-tRNA synthetase
CDS,infC,GI:378699223,1371095,1371529,436,1,translation initiation factor IF-3
CDS,rpl35,GI:378699224,1371625,1371822,199,1,50S ribosomal protein L35
CDS,rpl20,GI:378699225,1371873,1372229,358,1,50S ribosomal protein L20
CDS,pheS,GI:378699226,1372531,1373514,985,1,phenylalanyl-tRNA synthetase subunit alpha
CDS,pheT,GI:378699227,1373530,1375917,2389,1,phenylalanyl-tRNA synthetase subunit beta
CDS,himA,GI:378699228,1375922,1376221,301,1,integration host factor subunit alpha
CDS,btuC,GI:378699229,1376424,1377404,982,1,Vitamin B12 transport system permease protein btuC
CDS,btuE,GI:378699230,1377496,1378047,553,1,putative glutathione peroxidase/vitamin B12 transport periplasmic protein BtuE
CDS,btuD,GI:378699231,1378047,1378796,751,1,vitamin B12 ABC transport ATP-binding protein
CDS,nlpC,GI:378699232,1378873,1379337,466,1,putative lipoprotein
CDS,none,GI:378699233,1379651,1380364,715,1,hypothetical protein
CDS,none,GI:378699234,1380426,1381868,1444,1,hypothetical protein
CDS,none,GI:378699235,1381903,1382094,193,-1,hypothetical protein
CDS,aroH,GI:378699236,1382251,1383297,1048,-1,3-deoxy-D-arabinoheptulosonate-7-phosphate synthase
CDS,none,GI:378699237,1383453,1384286,835,-1,hypothetical protein
CDS,pps,GI:378699238,1384623,1387001,2380,1,phosphoenolpyruvate synthase
CDS,none,GI:378699239,1387043,1388683,1642,-1,putative ligase/synthetase
CDS,none,GI:378699240,1388773,1389066,295,-1,ferredoxin-like protein
CDS,none,GI:378699241,1389063,1390349,1288,-1,putative electron transfer flavoprotein-quinone oxidoreductase
CDS,none,GI:378699242,1390406,1391341,937,-1,putative electron transfer flavoprotein subunit
CDS,none,GI:378699243,1391363,1392127,766,-1,putative electron transfer flavoprotein subunit
CDS,none,GI:378699244,1392590,1393480,892,1,putative HTH-type transcriptional regulator
CDS,none,GI:378699245,1393556,1394707,1153,-1,Putative acyl-CoA dehydrogenase
CDS,none,GI:378699246,1394721,1396316,1597,-1,putative acetyl CoA transferase
CDS,aroD,GI:378699247,1396470,1397228,760,-1,3-dehydroquinate dehydratase
CDS,aroE,GI:378699248,1397273,1398139,868,-1,shikimate 5-dehydrogenase
CDS,none,GI:378699249,1399804,1401015,1213,-1,putative MFS family transport protein
CDS,none,GI:378699250,1401156,1401515,361,-1,hypothetical protein
CDS,none,GI:378699251,1401973,1403091,1120,-1,lipoprotein
CDS,none,GI:378699252,1403356,1406412,3058,1,FAD-binding protein
CDS,none,GI:378699253,1406409,1406819,412,1,hypothetical protein
CDS,none,GI:378699254,1406879,1407106,229,1,hypothetical protein
CDS,none,GI:378699255,1407394,1408740,1348,-1,putative transporter
CDS,none,GI:378699256,1409167,1409535,370,1,hypothetical protein
CDS,none,GI:378699257,1409544,1411031,1489,1,hypothetical protein
CDS,none,GI:378699258,1411048,1411794,748,1,putative ABC transport ATP-binding subunit
CDS,none,GI:378699259,1411769,1413040,1273,1,hypothetical protein
CDS,none,GI:378699260,1413037,1414257,1222,1,putative amintransferase
CDS,none,GI:378699261,1414270,1414686,418,1,hypothetical protein
CDS,none,GI:378699262,1414841,1415842,1003,1,hypothetical protein
CDS,lppB,GI:378699263,1415909,1416148,241,-1,major outer membrane lipoprotein
CDS,lppA,GI:378699264,1416231,1416467,238,-1,major outer membrane lipoprotein
CDS,pykF,GI:378699265,1416778,1418136,1360,-1,pyruvate kinase
CDS,none,GI:378699266,1418592,1419935,1345,-1,putative amino acid permease
CDS,none,GI:378699267,1419957,1420850,895,-1,putative hydrolase
CDS,none,GI:378699268,1420909,1421646,739,-1,hypothetical protein
CDS,none,GI:378699269,1421658,1422884,1228,-1,putative ribokinase/regulatory protein
CDS,ttrA,GI:378699270,1423207,1426269,3064,-1,tetrathionate reductase subunit A
CDS,ttrC,GI:378699271,1426262,1427284,1024,-1,tetrathionate reductase subunit C (membrane protein)
CDS,ttrB,GI:378699272,1427285,1428037,754,-1,tetrathionate reductase subunit B
CDS,ttrS,GI:378699273,1428201,1429979,1780,1,"putative histidine kinase, two component regulatory protein"
CDS,ttrR,GI:378699274,1429936,1430574,640,1,putative two-component response regulator
CDS,none,GI:378699275,1430672,1430884,214,1,hypothetical protein
CDS,none,GI:378699276,1430980,1431939,961,-1,putative pathogenicity island protein
CDS,none,GI:378699277,1432112,1432840,730,-1,putative transcriptional regulator
CDS,ssrB,GI:378699278,1433019,1433657,640,-1,putative two-component response regulator
CDS,spiR,GI:378699279,1433688,1436450,2764,-1,putative two-component sensor kinase
CDS,spiC,GI:378699280,1436851,1437252,403,1,putative pathogenicity island 2 secreted effector protein
CDS,spiA,GI:378699281,1437254,1438747,1495,1,putative outer membrane secretory protein
CDS,ssaD,GI:378699282,1438728,1439939,1213,1,putative pathogenicity island protein
CDS,ssaE,GI:378699283,1439947,1440189,244,1,type three secretion system protein
CDS,sseA,GI:378699284,1440510,1440779,271,1,T3SS chaperone
CDS,sseB,GI:378699285,1440786,1441376,592,1,putative pathogenicity island effector protein
CDS,sscA,GI:378699286,1441373,1441846,475,1,Type III secretion system chaperone protein
CDS,sseC,GI:378699287,1441849,1443303,1456,1,putative pathogenicity island effector protein
CDS,sseD,GI:378699288,1443319,1443906,589,1,putative pathogenicity island effector protein
